system_id,id,created,uuid,parent_uuid,event,task_action,failed,changed,playbook,play,task,role,job_id,host_id,host_name,cluster_id
1,1,2020-03-20 23:10:52.767582,a1d45eba-2a94-459e-bf7f-a2f0d0b4fa48,"",verbose,,f,f,,,,,4,,,1
1,2,2020-03-20 23:10:53.663297,f1ba648f-2f44-481e-a6f6-0f2c4704b351,0242ac12-0005-e261-6aaa-000000000012,runner_on_start,1,f,f,5,5,64,,4,2,3,1
1,3,2020-03-20 23:10:53.6417,574f9ae3-3a64-43a0-a7d8-7b7040116112,"",playbook_on_start,,f,f,5,,,,4,,,1
1,4,2020-03-20 23:10:53.660978,0242ac12-0005-e261-6aaa-000000000012,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,1,f,f,5,5,64,,4,,,1
1,5,2020-03-20 23:10:53.644137,0242ac12-0005-e261-6aaa-000000000007,574f9ae3-3a64-43a0-a7d8-7b7040116112,playbook_on_play_start,,f,f,5,5,,,4,,,1
1,6,2020-03-20 23:10:53.673326,422b6c8f-3fd4-48f2-8864-fad28329dfcb,0242ac12-0005-e261-6aaa-000000000012,runner_on_start,1,f,f,5,5,64,,4,1,6,1
1,7,2020-03-20 23:10:55.804512,20472175-f3f7-434e-a7ca-efecb9b2308d,0242ac12-0005-e261-6aaa-000000000012,runner_on_ok,1,f,f,5,5,64,,4,1,6,1
1,8,2020-03-20 23:11:34.414272,f1391c4e-738f-4593-b6a2-320018e639f5,0242ac12-0005-e261-6aaa-000000000012,runner_on_ok,1,f,f,5,5,64,,4,2,3,1
1,9,2020-03-20 23:11:34.460437,74c836f0-f21a-4d4f-b320-e488a3de814f,0242ac12-0005-e261-6aaa-00000000000c,runner_on_start,8,f,f,5,5,80,5,4,2,3,1
1,10,2020-03-20 23:11:34.45456,0242ac12-0005-e261-6aaa-00000000000c,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,8,f,f,5,5,80,5,4,,,1
1,11,2020-03-20 23:11:34.509792,0ed7d2bd-2538-4d87-836e-012fba3f2db8,0242ac12-0005-e261-6aaa-00000000000c,runner_on_start,8,f,f,5,5,80,5,4,1,6,1
1,12,2020-03-20 23:11:35.715675,6da71dc6-ee32-43f8-9b0f-5cf6660f0804,0242ac12-0005-e261-6aaa-00000000000c,runner_on_ok,8,f,f,5,5,80,5,4,1,6,1
1,13,2020-03-20 23:11:57.644336,8e15cf13-c322-489f-965c-15d744365227,0242ac12-0005-e261-6aaa-00000000000d,runner_on_start,4,f,f,5,5,1,5,4,2,3,1
1,14,2020-03-20 23:11:57.618217,cba34216-51c4-420a-9abd-b0ae1b3f35d1,0242ac12-0005-e261-6aaa-00000000000c,runner_on_ok,8,f,f,5,5,80,5,4,2,3,1
1,15,2020-03-20 23:11:57.643357,0242ac12-0005-e261-6aaa-00000000000d,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,4,f,t,5,5,1,5,4,,,1
1,16,2020-03-20 23:11:57.689441,35a67d00-dc2d-4fae-8fc2-fc8430cf8755,0242ac12-0005-e261-6aaa-00000000000d,runner_on_start,4,f,f,5,5,1,5,4,1,6,1
1,17,2020-03-20 23:11:58.182627,3bad1d53-0426-4853-866a-897f17337a49,0242ac12-0005-e261-6aaa-00000000000d,runner_on_skipped,4,f,f,5,5,1,5,4,2,3,1
1,18,2020-03-20 23:12:02.090377,c4918ba9-812f-4a94-9f34-ece2e17ec7a8,0242ac12-0005-e261-6aaa-00000000000e,runner_on_start,9,f,f,5,5,50,5,4,2,3,1
1,19,2020-03-20 23:12:02.048692,bed378ce-4210-4c8c-ac11-0f72d4cc650a,0242ac12-0005-e261-6aaa-00000000000d,runner_on_ok,4,f,t,5,5,1,5,4,1,6,1
1,20,2020-03-20 23:12:02.084367,0242ac12-0005-e261-6aaa-00000000000e,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,9,f,t,5,5,50,5,4,,,1
1,21,2020-03-20 23:12:02.134199,bd8a688b-a76b-4ca1-a572-a39c9ce0437e,0242ac12-0005-e261-6aaa-00000000000e,runner_on_start,9,f,f,5,5,50,5,4,1,6,1
1,22,2020-03-20 23:12:02.580963,495a09fc-d2cd-4363-8e7d-e574d431a11b,0242ac12-0005-e261-6aaa-00000000000e,runner_on_skipped,9,f,f,5,5,50,5,4,2,3,1
1,23,2020-03-20 23:12:03.43726,8462758d-9b6f-499f-8e66-6dcf36b53b3a,0242ac12-0005-e261-6aaa-00000000000e,runner_on_ok,9,f,t,5,5,50,5,4,1,6,1
1,24,2020-03-20 23:12:03.440965,403fea46-7a43-451f-9c1f-aa93d86f881c,574f9ae3-3a64-43a0-a7d8-7b7040116112,playbook_on_stats,,f,t,5,,,,4,,,1
1,25,2020-03-20 23:12:15.248705,2023d236-f91f-4569-9044-27a67685a23e,"",verbose,,f,f,,,,,6,,,1
1,26,2020-03-20 23:12:16.076915,0242ac12-0005-0740-7180-000000000021,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,1,f,f,2,1,64,,6,,,1
1,27,2020-03-20 23:12:16.05251,09039d8b-8a41-4911-b4d0-3aa56d531ca6,"",playbook_on_start,,f,f,2,,,,6,,,1
1,28,2020-03-20 23:12:16.077653,5236f404-a77e-45b3-bd01-4da147132282,0242ac12-0005-0740-7180-000000000021,runner_on_start,1,f,f,2,1,64,,6,2,3,1
1,29,2020-03-20 23:12:16.057076,0242ac12-0005-0740-7180-000000000007,09039d8b-8a41-4911-b4d0-3aa56d531ca6,playbook_on_play_start,,f,f,2,1,,,6,,,1
1,30,2020-03-20 23:12:16.10516,636a9c21-9d72-410e-af51-080d9f24ffb7,0242ac12-0005-0740-7180-000000000021,runner_on_start,1,f,f,2,1,64,,6,1,6,1
1,31,2020-03-20 23:12:18.202252,025fb752-6bce-4384-8b2d-17688449f95c,0242ac12-0005-0740-7180-000000000021,runner_on_ok,1,f,f,2,1,64,,6,1,6,1
1,32,2020-03-20 23:12:53.477018,f4484f91-6eb0-4fea-ba2f-1d51902f2ae2,0242ac12-0005-0740-7180-00000000000f,runner_on_start,11,f,f,2,1,59,6,6,2,3,1
1,33,2020-03-20 23:12:53.475906,0242ac12-0005-0740-7180-00000000000f,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,11,f,f,2,1,59,6,6,,,1
1,34,2020-03-20 23:12:53.446904,28c067b9-9140-4cd1-8d71-a07b5ed37635,0242ac12-0005-0740-7180-000000000021,runner_on_ok,1,f,f,2,1,64,,6,2,3,1
1,35,2020-03-20 23:12:53.502579,f25bd4b0-e2aa-4842-aa45-9ef85f240715,0242ac12-0005-0740-7180-00000000000f,runner_on_start,11,f,f,2,1,59,6,6,1,6,1
1,36,2020-03-20 23:12:54.037633,124b5af6-230c-4c1a-b5b9-9ef9e059992d,0242ac12-0005-0740-7180-00000000000f,runner_on_ok,11,f,f,2,1,59,6,6,2,3,1
1,37,2020-03-20 23:12:54.068965,221e2632-f06b-4a9e-a941-aa4f69a38c53,0242ac12-0005-0740-7180-000000000010,runner_on_start,5,f,f,2,1,33,6,6,2,3,1
1,38,2020-03-20 23:12:54.067662,0242ac12-0005-0740-7180-000000000010,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,5,f,f,2,1,33,6,6,,,1
1,39,2020-03-20 23:12:54.046548,e97f8e48-cc46-46ba-8288-b4f9af474b0e,0242ac12-0005-0740-7180-00000000000f,runner_on_ok,11,f,f,2,1,59,6,6,1,6,1
1,40,2020-03-20 23:12:54.112366,2e553f50-457b-43a2-b000-15e6e80a61b2,0242ac12-0005-0740-7180-000000000010,runner_on_start,5,f,f,2,1,33,6,6,1,6,1
1,41,2020-03-20 23:12:54.638485,46d83eeb-e8b9-49b3-97d4-a7635c1b2e6e,0242ac12-0005-0740-7180-000000000010,runner_on_ok,5,f,f,2,1,33,6,6,2,3,1
1,42,2020-03-20 23:12:54.669124,38df2b46-598a-4bf2-9b45-0db03ef266b5,0242ac12-0005-0740-7180-000000000010,runner_on_ok,5,f,f,2,1,33,6,6,1,6,1
1,43,2020-03-20 23:12:54.701195,125cf4c8-87fd-4ac6-8d17-0fbeb2196e67,0242ac12-0005-0740-7180-000000000010,playbook_on_include,5,f,f,2,1,33,6,6,,,1
1,44,2020-03-20 23:12:54.814414,c3427644-afc1-42e7-bd28-c38e2c8f17bc,0242ac12-0005-0740-7180-00000000004a,runner_on_start,2,f,f,2,1,24,6,6,1,6,1
1,45,2020-03-20 23:12:54.741133,0242ac12-0005-0740-7180-00000000004a,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,2,t,t,2,1,24,6,6,,,1
1,46,2020-03-20 23:12:54.74253,ac7e70ac-d4cd-4eaa-9d55-84601ab6038a,0242ac12-0005-0740-7180-00000000004a,runner_on_start,2,f,f,2,1,24,6,6,2,3,1
1,47,2020-03-20 23:13:00.351582,3e3b396d-282a-4191-9447-cb00c0fdb290,0242ac12-0005-0740-7180-00000000004a,runner_on_ok,2,f,t,2,1,24,6,6,1,6,1
1,48,2020-03-20 23:13:49.43348,7a0a6ea9-c7e1-45a5-8fe0-86b812fd8323,0242ac12-0005-0740-7180-00000000004a,runner_on_failed,2,t,f,2,1,24,6,6,2,3,1
1,49,2020-03-20 23:13:49.457608,0242ac12-0005-0740-7180-000000000011,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,5,f,f,2,1,33,6,6,,,1
1,50,2020-03-20 23:13:49.458654,0fc314b6-bea8-4c01-b86a-03f615f32cb9,0242ac12-0005-0740-7180-000000000011,runner_on_start,5,f,f,2,1,33,6,6,1,6,1
1,51,2020-03-20 23:13:49.763544,fe8a6008-d3df-41db-8c76-afcbd678e583,0242ac12-0005-0740-7180-000000000012,runner_on_start,6,f,f,2,1,14,6,6,1,6,1
1,52,2020-03-20 23:13:49.743223,029d5ca7-af2b-4efb-851a-f2199029ec72,0242ac12-0005-0740-7180-000000000011,runner_on_skipped,5,f,f,2,1,33,6,6,1,6,1
1,53,2020-03-20 23:13:49.762461,0242ac12-0005-0740-7180-000000000012,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,6,f,t,2,1,14,6,6,,,1
1,54,2020-03-20 23:13:51.575865,cb2671af-8b61-44dc-8a15-1911754d1e8f,0242ac12-0005-0740-7180-000000000012,runner_on_ok,6,f,t,2,1,14,6,6,1,6,1
1,55,2020-03-20 23:13:51.601073,0242ac12-0005-0740-7180-000000000013,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,5,f,f,2,1,33,6,6,,,1
1,56,2020-03-20 23:13:51.602254,1d794082-db7e-4ea3-a5dc-5e9c77dd212b,0242ac12-0005-0740-7180-000000000013,runner_on_start,5,f,f,2,1,33,6,6,1,6,1
1,57,2020-03-20 23:13:51.677603,dfc49d31-47a1-4447-b58b-538753719c00,0242ac12-0005-0740-7180-000000000013,playbook_on_include,5,f,f,2,1,33,6,6,,,1
1,58,2020-03-20 23:13:51.62511,b01c91e1-9a0b-4f47-ab6a-9c82114f513a,0242ac12-0005-0740-7180-000000000013,runner_on_ok,5,f,f,2,1,33,6,6,1,6,1
1,59,2020-03-20 23:13:51.703334,18143c7b-698e-4b73-bd82-58d4904eefd6,0242ac12-0005-0740-7180-000000000079,runner_on_start,18,f,f,2,1,2,6,6,1,6,1
1,60,2020-03-20 23:13:51.702159,0242ac12-0005-0740-7180-000000000079,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,18,f,t,2,1,2,6,6,,,1
1,61,2020-03-20 23:13:52.647022,6937e209-b21d-4420-869f-59bf7a73818f,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,62,2020-03-20 23:13:53.055332,25b466c9-7899-47ca-9840-9ade913e0d81,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,63,2020-03-20 23:13:53.528958,de37cd35-71a1-42e3-bacb-6723ca25166c,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,64,2020-03-20 23:13:54.15771,6ebba66e-8546-400c-a748-5a3e1bc09d73,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,65,2020-03-20 23:13:54.74713,fb78936f-9946-4c42-b6ae-3e2e8842a17f,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,66,2020-03-20 23:13:55.281338,8f7b4ca1-aa2d-4742-9d1e-60fa4f96145d,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,f,2,1,2,6,6,1,6,1
1,67,2020-03-20 23:13:55.687186,f63b2a01-e476-4ea5-a0ee-930ca66f4458,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,68,2020-03-20 23:13:56.10555,cef63307-60d9-44ad-8af6-f8b68ee77710,0242ac12-0005-0740-7180-000000000079,playbook_on_notify,18,f,f,2,1,2,6,6,1,6,1
1,69,2020-03-20 23:13:56.094027,068deb5c-5db5-4502-9be0-dce36e15961d,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,70,2020-03-20 23:13:56.112538,2cd371ac-ea44-43e4-93ee-3b15ee7a534d,0242ac12-0005-0740-7180-000000000079,runner_on_ok,18,f,t,2,1,2,6,6,1,6,1
1,71,2020-03-20 23:13:56.138133,0242ac12-0005-0740-7180-00000000007a,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,18,f,f,2,1,13,6,6,,,1
1,72,2020-03-20 23:13:56.139093,2333196f-fcfc-43ba-9fe4-e5eabe5f9046,0242ac12-0005-0740-7180-00000000007a,runner_on_start,18,f,f,2,1,13,6,6,1,6,1
1,73,2020-03-20 23:13:56.429517,9ab617ff-9e6a-4f84-9d88-12a103b0732d,0242ac12-0005-0740-7180-00000000007a,runner_on_skipped,18,f,f,2,1,13,6,6,1,6,1
1,74,2020-03-20 23:13:56.444491,0242ac12-0005-0740-7180-00000000007b,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,18,f,f,2,1,43,6,6,,,1
1,75,2020-03-20 23:13:56.45048,ba86bf10-5eca-4f87-a868-baa0b73ebc7e,0242ac12-0005-0740-7180-00000000007b,runner_on_start,18,f,f,2,1,43,6,6,1,6,1
1,76,2020-03-20 23:13:56.743205,bb614ef3-ce5a-468c-982c-339837222447,0242ac12-0005-0740-7180-00000000007b,runner_on_skipped,18,f,f,2,1,43,6,6,1,6,1
1,77,2020-03-20 23:13:56.760661,878cb861-2aaa-4710-9ff8-cd92ed398446,0242ac12-0005-0740-7180-000000000014,runner_on_start,5,f,f,2,1,33,6,6,1,6,1
1,78,2020-03-20 23:13:56.759785,0242ac12-0005-0740-7180-000000000014,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,5,f,f,2,1,33,6,6,,,1
1,79,2020-03-20 23:13:57.121961,dcf84a09-6bbc-410d-b5f4-be3439da84df,0242ac12-0005-0740-7180-000000000014,playbook_on_include,5,f,f,2,1,33,6,6,,,1
1,80,2020-03-20 23:13:57.094664,607049da-5dfa-45bf-b665-e220fb069ba9,0242ac12-0005-0740-7180-000000000014,runner_on_ok,5,f,f,2,1,33,6,6,1,6,1
1,81,2020-03-20 23:13:57.145296,0242ac12-0005-0740-7180-0000000000a9,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,16,f,f,2,1,78,6,6,,,1
1,82,2020-03-20 23:13:57.146279,83ad2e8c-aaf7-47aa-b9cb-92ff3adf5749,0242ac12-0005-0740-7180-0000000000a9,runner_on_start,16,f,f,2,1,78,6,6,1,6,1
1,83,2020-03-20 23:13:57.415178,b3857eff-95ea-42ca-a97c-3f5b00e6b173,0242ac12-0005-0740-7180-0000000000a9,runner_on_skipped,16,f,f,2,1,78,6,6,1,6,1
1,84,2020-03-20 23:13:57.4348,0242ac12-0005-0740-7180-0000000000aa,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,16,f,f,2,1,77,6,6,,,1
1,85,2020-03-20 23:13:57.439953,502b5cce-4d3c-4baf-bdd9-bd0d916267a5,0242ac12-0005-0740-7180-0000000000aa,runner_on_start,16,f,f,2,1,77,6,6,1,6,1
1,86,2020-03-20 23:13:57.741253,884eca76-9002-405b-b464-1e38c5cf063a,0242ac12-0005-0740-7180-0000000000aa,runner_on_ok,16,f,f,2,1,77,6,6,1,6,1
1,87,2020-03-20 23:13:57.760039,0242ac12-0005-0740-7180-0000000000ab,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,2,f,t,2,1,23,6,6,,,1
1,88,2020-03-20 23:13:57.760905,f6c62aee-710f-40dd-8e59-cd1830967173,0242ac12-0005-0740-7180-0000000000ab,runner_on_start,2,f,f,2,1,23,6,6,1,6,1
1,89,2020-03-20 23:14:02.053242,f06c89e9-d2e5-4180-81ac-5490a58ae70c,0242ac12-0005-0740-7180-0000000000ab,runner_on_ok,2,f,t,2,1,23,6,6,1,6,1
1,90,2020-03-20 23:14:02.076393,0242ac12-0005-0740-7180-0000000000ac,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,6,f,t,2,1,12,6,6,,,1
1,91,2020-03-20 23:14:02.077376,46702d27-b53a-44f2-83dd-d91b290a5646,0242ac12-0005-0740-7180-0000000000ac,runner_on_start,6,f,f,2,1,12,6,6,1,6,1
1,92,2020-03-20 23:14:03.174304,52825f8b-8261-4327-8ba7-cf62b6e5868b,0242ac12-0005-0740-7180-0000000000ad,runner_on_start,18,f,f,2,1,68,6,6,1,6,1
1,93,2020-03-20 23:14:03.154015,905c3555-9eed-41c3-abd9-0c620a7f12ed,0242ac12-0005-0740-7180-0000000000ac,runner_on_ok,6,f,t,2,1,12,6,6,1,6,1
1,94,2020-03-20 23:14:03.173288,0242ac12-0005-0740-7180-0000000000ad,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,18,f,t,2,1,68,6,6,,,1
1,95,2020-03-20 23:14:03.87431,fe7d5619-58db-4db3-8940-0623f4ae3b71,0242ac12-0005-0740-7180-0000000000ad,runner_on_ok,18,f,t,2,1,68,6,6,1,6,1
1,96,2020-03-20 23:14:03.894737,0242ac12-0005-0740-7180-000000000015,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,5,f,f,2,1,33,6,6,,,1
1,97,2020-03-20 23:14:03.89553,d80140a4-9ca0-464d-8164-e19c8bdee8d5,0242ac12-0005-0740-7180-000000000015,runner_on_start,5,f,f,2,1,33,6,6,1,6,1
1,98,2020-03-20 23:14:04.166272,5491f7ed-c381-4d22-8aa1-7a1da0bc84f6,0242ac12-0005-0740-7180-000000000015,runner_on_skipped,5,f,f,2,1,33,6,6,1,6,1
1,99,2020-03-20 23:14:04.197473,0242ac12-0005-0740-7180-000000000019,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,13,f,t,2,1,63,1,6,,,1
1,100,2020-03-20 23:14:04.198672,57ecbc72-a777-4141-9d1e-acd33c783be4,0242ac12-0005-0740-7180-000000000019,runner_on_start,13,f,f,2,1,63,1,6,1,6,1
1,101,2020-03-20 23:14:05.105806,0242ac12-0005-0740-7180-00000000001a,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,18,f,t,2,1,32,1,6,,,1
1,102,2020-03-20 23:14:05.084329,3bf62eee-f9e9-478f-a985-533047f97877,0242ac12-0005-0740-7180-000000000019,runner_on_ok,13,f,t,2,1,63,1,6,1,6,1
1,103,2020-03-20 23:14:05.106763,ae620d59-c55f-4ea5-b029-a8ff1834318b,0242ac12-0005-0740-7180-00000000001a,runner_on_start,18,f,f,2,1,32,1,6,1,6,1
1,104,2020-03-20 23:14:05.797232,0242ac12-0005-0740-7180-000000000017,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,6,f,t,2,1,16,6,6,,,1
1,105,2020-03-20 23:14:05.795635,722a9ee9-c021-47dc-9666-51a4277a5b96,0242ac12-0005-0740-7180-00000000001a,runner_on_ok,18,f,t,2,1,32,1,6,1,6,1
1,106,2020-03-20 23:14:05.826026,71766fa8-83ce-45b8-b541-fef66f454596,0242ac12-0005-0740-7180-000000000017,runner_on_start,6,f,f,2,1,34,6,6,1,6,1
1,107,2020-03-20 23:14:06.827585,d66d458f-213b-4a6c-b35c-122432c794b9,0242ac12-0005-0740-7180-000000000017,runner_on_ok,6,f,t,2,1,34,6,6,1,6,1
1,108,2020-03-20 23:14:06.83058,87d1d54a-1015-456b-9544-fdcfa31e641e,09039d8b-8a41-4911-b4d0-3aa56d531ca6,playbook_on_stats,,t,t,2,,,,6,,,1
1,109,2020-03-20 23:16:10.164868,63b76508-d219-4b66-b9b3-8c0bf8e99b94,"",verbose,,f,f,,,,,9,,,1
1,110,2020-03-20 23:16:11.451313,14f52fe2-3cdf-4f15-a9f3-a7c530878fed,"",playbook_on_start,,f,f,5,,,,9,,,1
1,111,2020-03-20 23:16:11.464564,6a586b69-07bc-4c46-b5b7-3a443d1607e8,0242ac12-0005-d350-516d-000000000012,runner_on_start,1,f,f,5,5,64,,9,2,3,1
1,112,2020-03-20 23:16:11.453887,0242ac12-0005-d350-516d-000000000007,14f52fe2-3cdf-4f15-a9f3-a7c530878fed,playbook_on_play_start,,f,f,5,5,,,9,,,1
1,113,2020-03-20 23:16:11.463816,0242ac12-0005-d350-516d-000000000012,0242ac12-0005-d350-516d-000000000007,playbook_on_task_start,1,f,f,5,5,64,,9,,,1
1,114,2020-03-20 23:16:11.475252,1d30225d-7c06-4d9e-ba68-072b7188d52e,0242ac12-0005-d350-516d-000000000012,runner_on_start,1,f,f,5,5,64,,9,1,6,1
1,115,2020-03-20 23:16:13.428936,dd6db7e7-9e2a-4e58-b8c2-5caeab29e6b2,0242ac12-0005-d350-516d-000000000012,runner_on_ok,1,f,f,5,5,64,,9,1,6,1
1,116,2020-03-20 23:17:00.540306,25d14cf8-e13c-4645-8940-65d00f297cfd,0242ac12-0005-d350-516d-000000000012,runner_on_ok,1,f,f,5,5,64,,9,2,3,1
1,117,2020-03-20 23:17:00.58103,0cc3fdd9-4aa9-40f3-a329-c2a208694907,0242ac12-0005-d350-516d-00000000000c,runner_on_start,8,f,f,5,5,80,5,9,2,3,1
1,118,2020-03-20 23:17:00.579926,0242ac12-0005-d350-516d-00000000000c,0242ac12-0005-d350-516d-000000000007,playbook_on_task_start,8,f,f,5,5,80,5,9,,,1
1,119,2020-03-20 23:17:00.63704,c26492c4-ec16-4b77-b103-0a76e48d12f8,0242ac12-0005-d350-516d-00000000000c,runner_on_start,8,f,f,5,5,80,5,9,1,6,1
1,120,2020-03-20 23:17:01.74507,ab8b6064-8aae-4f4b-83e6-cc4cc37d09e9,0242ac12-0005-d350-516d-00000000000c,runner_on_ok,8,f,f,5,5,80,5,9,1,6,1
1,121,2020-03-20 23:17:23.658298,1947bafa-36f1-45a7-8eb0-b7cdfb9f3f4a,0242ac12-0005-d350-516d-00000000000c,runner_on_ok,8,f,f,5,5,80,5,9,2,3,1
1,122,2020-03-20 23:17:23.683798,2a022a60-d425-48a7-989f-806d3e9cb757,0242ac12-0005-d350-516d-00000000000d,runner_on_start,4,f,f,5,5,1,5,9,2,3,1
1,123,2020-03-20 23:17:23.679134,0242ac12-0005-d350-516d-00000000000d,0242ac12-0005-d350-516d-000000000007,playbook_on_task_start,4,f,f,5,5,1,5,9,,,1
1,124,2020-03-20 23:17:23.744628,f8dbecc0-f3c2-4ee6-ad24-c4dd2c3a5b34,0242ac12-0005-d350-516d-00000000000d,runner_on_start,4,f,f,5,5,1,5,9,1,6,1
1,125,2020-03-20 23:17:24.242706,4c143548-56e3-476e-ba44-1990263d2e08,0242ac12-0005-d350-516d-00000000000d,runner_on_skipped,4,f,f,5,5,1,5,9,2,3,1
1,126,2020-03-20 23:17:24.297693,0242ac12-0005-d350-516d-00000000000e,0242ac12-0005-d350-516d-000000000007,playbook_on_task_start,9,f,f,5,5,50,5,9,,,1
1,127,2020-03-20 23:17:24.278073,8c8007d0-1a96-479a-8eb1-8f7bdb7ebce9,0242ac12-0005-d350-516d-00000000000d,runner_on_skipped,4,f,f,5,5,1,5,9,1,6,1
1,128,2020-03-20 23:17:24.298788,195bac50-143c-4367-856a-bd2b2b8a81d9,0242ac12-0005-d350-516d-00000000000e,runner_on_start,9,f,f,5,5,50,5,9,2,3,1
1,129,2020-03-20 23:17:24.380955,d8764af9-655d-44c3-b09b-6bf4e7e5936d,0242ac12-0005-d350-516d-00000000000e,runner_on_start,9,f,f,5,5,50,5,9,1,6,1
1,130,2020-03-20 23:17:24.859863,f8bdc93f-2f55-4770-9eab-1b0ce1506e92,0242ac12-0005-d350-516d-00000000000e,runner_on_skipped,9,f,f,5,5,50,5,9,2,3,1
1,131,2020-03-20 23:17:24.869357,245254f4-194c-4b73-9f39-ab90d59388a8,0242ac12-0005-d350-516d-00000000000e,runner_on_skipped,9,f,f,5,5,50,5,9,1,6,1
1,132,2020-03-20 23:17:24.87595,6fa28703-d898-48f4-b302-1066a872b29f,14f52fe2-3cdf-4f15-a9f3-a7c530878fed,playbook_on_stats,,f,f,5,,,,9,,,1
1,133,2020-03-20 23:17:37.399361,9579cb77-5839-471b-937a-7ebc1cb35dba,"",verbose,,f,f,,,,,12,,,1
1,134,2020-03-20 23:17:38.241726,98ba308f-4ea4-4d41-affa-d4509a4493d4,"",playbook_on_start,,f,f,2,,,,12,,,1
1,135,2020-03-20 23:17:38.257748,0242ac12-0005-bf87-2a24-000000000021,0242ac12-0005-bf87-2a24-000000000007,playbook_on_task_start,1,f,f,2,1,64,,12,,,1
1,136,2020-03-20 23:17:38.244425,0242ac12-0005-bf87-2a24-000000000007,98ba308f-4ea4-4d41-affa-d4509a4493d4,playbook_on_play_start,,f,f,2,1,,,12,,,1
1,137,2020-03-20 23:17:38.258499,45a76c67-86f5-47a1-a79a-ca09310c9f9b,0242ac12-0005-bf87-2a24-000000000021,runner_on_start,1,f,f,2,1,64,,12,2,3,1
1,138,2020-03-20 23:17:38.280504,55d4f9be-bb83-40ee-9b80-18da1c6d6dba,0242ac12-0005-bf87-2a24-000000000021,runner_on_start,1,f,f,2,1,64,,12,1,6,1
1,139,2020-03-20 23:17:40.180087,ee15ecb2-5967-43cb-aba3-0f5723ed1a4f,0242ac12-0005-bf87-2a24-000000000021,runner_on_ok,1,f,f,2,1,64,,12,1,6,1
1,140,2020-03-20 23:18:15.530252,538ae1a6-5bc6-42fb-a8be-c47f68c095e9,0242ac12-0005-bf87-2a24-000000000021,runner_on_ok,1,f,f,2,1,64,,12,2,3,1
1,141,2020-03-20 23:18:15.554082,0242ac12-0005-bf87-2a24-00000000000f,0242ac12-0005-bf87-2a24-000000000007,playbook_on_task_start,11,f,f,2,1,59,6,12,,,1
1,142,2020-03-20 23:18:15.557878,a1544190-5019-4241-8698-e6e974d40660,0242ac12-0005-bf87-2a24-00000000000f,runner_on_start,11,f,f,2,1,59,6,12,2,3,1
1,143,2020-03-20 23:18:15.608447,e0296af6-acb2-4483-8b62-b45cc4a6a6fc,0242ac12-0005-bf87-2a24-00000000000f,runner_on_start,11,f,f,2,1,59,6,12,1,6,1
1,144,2020-03-20 23:18:16.123653,0242ac12-0005-bf87-2a24-000000000010,0242ac12-0005-bf87-2a24-000000000007,playbook_on_task_start,5,f,f,2,1,33,6,12,,,1
1,145,2020-03-20 23:18:16.094446,ca189e8b-49bf-4f19-bd31-b4a4276fd483,0242ac12-0005-bf87-2a24-00000000000f,runner_on_ok,11,f,f,2,1,59,6,12,2,3,1
1,146,2020-03-20 23:18:16.104599,51907dcc-9ca2-4d5a-9bda-ca385beb504f,0242ac12-0005-bf87-2a24-00000000000f,runner_on_ok,11,f,f,2,1,59,6,12,1,6,1
